Date;Suburb;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Speed of maximum wind gust (km/h)
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
2/18/24;Karrinyup;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Gwelup;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Stirling;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Carine;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Karrinyup;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Gwelup;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Stirling;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
2/18/24;Carine;WATCH AND ACT;CARINE, GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30
1/7/24;Jarrahdale;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,09;37.03.00;0;9,02;12,07;30
1/7/24;Oldbury;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,07;35.01.00;0;12,06;12,07;39
1/7/24;Serpentine;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19,02;30.09.00;0;12,06;12,07;43
1/7/24;Jarrahdale;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,09;37.03.00;0;9,02;12,07;30
1/7/24;Oldbury;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,07;35.01.00;0;12,06;12,07;39
1/7/24;Serpentine;WATCH AND ACT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19,02;30.09.00;0;12,06;12,07;43
1/7/24;Yanchep;WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;0;12,06;12,07;46
1/7/24;Wanneroo;WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO;18,01;36;0;9,02;12,07;37
1/7/24;Yanchep;WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;0;12,06;12,07;46
1/7/24;Wanneroo;WATCH AND ACT;Yanchep National Park;CITY OF WANNEROO;18,01;36;0;9,02;12,07;37
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES of CHITTERING and GINGIN and CITY of WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
1/14/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;19,06;41;0;12,06;12,07;52
1/14/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,03;36.06.00;0;11,02;12,07;24
1/14/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;23,04;41.05.00;0;11,02;12,07;52
12/14/23;Stratton;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Middle Swan;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Midvale;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15,09;31.03.00;0;12,06;12,07;54
12/14/23;Stratton;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Middle Swan;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Midvale;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15,09;31.03.00;0;12,06;12,07;54
12/14/23;Stratton;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Middle Swan;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Midvale;WATCH AND ACT;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15,09;31.03.00;0;12,06;12,07;54
12/14/23;Stratton;WATCH AND ACT;MIDDLE SWAN and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/14/23;Middle Swan;WATCH AND ACT;MIDDLE SWAN and STRATTON;CITY OF SWAN;14,07;31.05.00;0;10;13;33
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/21/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Guildford;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;Kalamunda;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;21,09;40.05.00;0;12,06;12,07;59
2/8/24;Hazelmere;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;High Wycombe;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;Perth Airport;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;South Guildford;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;South Perth;WATCH AND ACT;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Guildford;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;Kalamunda;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;21,09;40.05.00;0;12,06;12,07;59
2/8/24;High Wycombe;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;Belmont;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;17,04;39.09.00;0;11,08;12,07;35
2/8/24;Perth Airport;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;South Guildford;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15,04;41.01.00;0;11,08;12,07;50
2/8/24;South Perth;WATCH AND ACT;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;17,04;39.09.00;0;11,08;12,07;35
2/13/24;Gosnells;WATCH AND ACT;MARTIN;CITY OF GOSNELLS;18,08;36.01.00;0;12,06;12,04;52
2/13/24;Gosnells;WATCH AND ACT;MARTIN;CITY OF GOSNELLS;18,08;36.01.00;0;12,06;12,04;52
2/20/24;Bibra Lake;WATCH AND ACT;BIBRA LAKE;CITY OF COCKBURN;;40;0;11,04;12;31
12/27/23;Gosnells;WATCH AND ACT;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16;26.04.00;0;12,06;12,07;57
12/27/23;Champion Lakes;WATCH AND ACT;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16,07;27.08.00;0;8,04;12,07;43
12/27/23;Armadale;WATCH AND ACT;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16;26.04.00;0;12,06;12,07;57
12/27/23;Gosnells;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Champion Lakes;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Armadale;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Southern River;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Gosnells;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Champion Lakes;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Armadale;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
12/27/23;Southern River;WATCH AND ACT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;12,06;12,07;57
2/7/24;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY OF SWAN;18,06;37.02.00;0;12,06;12,06;52
2/7/24;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY of SWAN;18,06;37.02.00;0;12,06;12,06;52
2/7/24;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY of SWAN;18,06;37.02.00;0;12,06;12,06;52
2/7/24;Casuarina;WATCH AND ACT;CASUARINA;CITY OF KWINANA;19,03;33.07.00;0;12,06;;44
2/7/24;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY of SWAN;18,06;37.02.00;0;12,06;12,06;52
2/7/24;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY of SWAN;18,06;37.02.00;0;12,06;12,06;52
2/28/24;Wanneroo;WATCH AND ACT;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;17,03;30.03.00;0;8;7,03;35
2/28/24;Pinjar;WATCH AND ACT;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;16,07;31.08.00;0;8;7,03;52
2/28/24;Nowergup;WATCH AND ACT;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;16,02;32.02.00;0;8;7,03;31
2/28/24;Neerabup;WATCH AND ACT;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;15,02;33.04.00;0;12,06;7,03;46
1/3/24;Champion Lakes;WATCH AND ACT;CHAMPION LAKES;CITY OF ARMADALE;18,09;32;0;12,06;11,03;59
1/3/24;Armadale;WATCH AND ACT;CHAMPION LAKES;CITY OF ARMADALE;19,05;26.03.00;0;12,06;9,08;35
1/3/24;Forrestdale;WATCH AND ACT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8,09;32;0;12,06;11,03;59
1/3/24;Champion Lakes;WATCH AND ACT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18,09;32;0;12,06;11,03;59
1/3/24;Armadale;WATCH AND ACT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19,05;26.03.00;0;12,06;9,08;35
;;;;;;;0;12,06;12,07;52
